champion_name,champion_name_normalized,lane,patch,rank,population_scope_pickrate,population_scope_depth,pick_rate,breadth,depth,classification,unique_players,total_ranked_games,source_url,extraction_date
Anivia,anivia,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.58,0.75,1.09,niche,84415,206280,https://lolalytics.com/lol/anivia/build/?lane=middle&tier=emerald_plus,2026-04-05
Katarina,katarina,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.71,1.46,1.46,popular,122403,401556,https://lolalytics.com/lol/katarina/build/?lane=middle&tier=emerald_plus,2026-04-05
Ahri,ahri,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,11.7,2.88,0.99,broad,355339,789378,https://lolalytics.com/lol/ahri/build/?lane=middle&tier=emerald_plus,2026-04-05
Akali,akali,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.55,2.19,0.99,broad,269650,600942,https://lolalytics.com/lol/akali/build/?lane=middle&tier=emerald_plus,2026-04-05
Diana,diana,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.5,1.96,1.06,popular,225754,536788,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus,2026-04-05
Ekko,ekko,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.93,1.53,1.09,popular,171294,419302,https://lolalytics.com/lol/ekko/build/?lane=middle&tier=emerald_plus,2026-04-05
Xerath,xerath,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.07,2.14,0.99,broad,265193,586919,https://lolalytics.com/lol/xerath/build/?lane=middle&tier=emerald_plus,2026-04-05
Twisted Fate,twistedfate,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,4.7,0.87,1.0,niche,106194,238149,https://lolalytics.com/lol/twistedfate/build/?lane=middle&tier=emerald_plus,2026-04-05
Yasuo,yasuo,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,8.04,3.4,1.17,popular,356365,932661,https://lolalytics.com/lol/yasuo/build/?lane=middle&tier=emerald_plus,2026-04-05
Pantheon,pantheon,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.78,1.65,0.94,broad,214989,453023,https://lolalytics.com/lol/pantheon/build/?lane=middle&tier=emerald_plus,2026-04-05
Zoe,zoe,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.54,0.74,1.18,niche,76671,202562,https://lolalytics.com/lol/zoe/build/?lane=middle&tier=emerald_plus,2026-04-05
Aurelion Sol,aurelionsol,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.93,0.84,1.25,niche,82302,231354,https://lolalytics.com/lol/aurelionsol/build/?lane=middle&tier=emerald_plus,2026-04-05
Lissandra,lissandra,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,5.38,0.68,0.9,unpopular,93194,187514,https://lolalytics.com/lol/lissandra/build/?lane=middle&tier=emerald_plus,2026-04-05
Zed,zed,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.79,2.06,1.04,popular,242801,564691,https://lolalytics.com/lol/zed/build/?lane=middle&tier=emerald_plus,2026-04-05
Veigar,veigar,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,4.15,2.18,1.03,popular,258692,598350,https://lolalytics.com/lol/veigar/build/?lane=middle&tier=emerald_plus,2026-04-05
Annie,annie,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.29,0.55,0.83,unpopular,81406,151632,https://lolalytics.com/lol/annie/build/?lane=middle&tier=emerald_plus,2026-04-05
Kennen,kennen,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.4,0.5,0.86,unpopular,71657,137623,https://lolalytics.com/lol/kennen/build/?lane=middle&tier=emerald_plus,2026-04-05
Akshan,akshan,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.67,0.53,1.26,niche,51944,146504,https://lolalytics.com/lol/akshan/build/?lane=middle&tier=emerald_plus,2026-04-05
Vladimir,vladimir,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,3.06,0.75,1.06,niche,86663,205783,https://lolalytics.com/lol/vladimir/build/?lane=middle&tier=emerald_plus,2026-04-05
Sion,sion,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,1.08,1.18,0.96,broad,149675,323130,https://lolalytics.com/lol/sion/build/?lane=middle&tier=emerald_plus,2026-04-05
Sylas,sylas,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,7.14,2.68,0.86,broad,384051,736166,https://lolalytics.com/lol/sylas/build/?lane=middle&tier=emerald_plus,2026-04-05
Naafiri,naafiri,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.05,1.53,1.14,popular,164880,419613,https://lolalytics.com/lol/naafiri/build/?lane=middle&tier=emerald_plus,2026-04-05
Nunu & Willump,nunuandwillump,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.24,0.53,1.07,niche,60270,144794,https://lolalytics.com/lol/nunu/build/?lane=middle&tier=emerald_plus,2026-04-05
Malzahar,malzahar,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,6.39,1.98,1.2,popular,202792,543689,https://lolalytics.com/lol/malzahar/build/?lane=middle&tier=emerald_plus,2026-04-05
Cassiopeia,cassiopeia,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,1.41,0.35,0.84,unpopular,50115,94747,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus,2026-04-05
Riven,riven,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.2,0.65,1.13,niche,70377,177707,https://lolalytics.com/lol/riven/build/?lane=middle&tier=emerald_plus,2026-04-05
Swain,swain,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,1.15,1.6,1.03,popular,189126,437508,https://lolalytics.com/lol/swain/build/?lane=middle&tier=emerald_plus,2026-04-05
Zilean,zilean,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,0.34,0.48,1.18,niche,50249,132599,https://lolalytics.com/lol/zilean/build/?lane=middle&tier=emerald_plus,2026-04-05
Kassadin,kassadin,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.84,0.49,0.99,unpopular,60338,133558,https://lolalytics.com/lol/kassadin/build/?lane=middle&tier=emerald_plus,2026-04-05
Qiyana,qiyana,mid,16.7,emerald_plus,global_emerald_plus_ranked_solo_duo_mid,all_regions_all_ranks_last_7_days,2.24,0.56,1.14,niche,60857,154850,https://lolalytics.com/lol/qiyana/build/?lane=middle&tier=emerald_plus,2026-04-05
