champion_i,champion_j,games_ij
Nasus,Vladimir,221.0
Nasus,Orianna,213.0
Nasus,Lux,199.0
Nasus,Naafiri,195.0
Nasus,LeBlanc,193.0
Nasus,Irelia,190.0
Nasus,Ekko,187.0
Nasus,Anivia,181.0
Nasus,Aurora,175.0
Nasus,Zoe,159.0
Nasus,Vex,158.0
Nasus,Lissandra,149.0
Nasus,Akshan,142.0
Nasus,Annie,116.0
Nasus,Qiyana,114.0
Nasus,Talon,112.0
Nasus,Azir,90.0
Nasus,Cassiopeia,85.0
Nasus,Smolder,84.0
Nasus,Brand,80.0
Nasus,Taliyah,77.0
Nasus,Swain,76.0
Nasus,Vel'Koz,70.0
Nasus,Kayle,67.0
Nasus,Sion,67.0
Nasus,Malphite,65.0
Nasus,Pantheon,56.0
Nasus,Cho'Gath,50.0
Nasus,Ziggs,44.0
Nasus,Jayce,44.0
Nasus,Morgana,41.0
Qiyana,Ahri,3714.0
Qiyana,Yasuo,2282.0
Qiyana,Zed,2206.0
Qiyana,Akali,1932.0
Qiyana,Katarina,1887.0
Qiyana,Sylas,1682.0
Qiyana,Malzahar,1552.0
Qiyana,Viktor,1550.0
Qiyana,Yone,1293.0
Qiyana,Mel,1284.0
Qiyana,Twisted Fate,1256.0
Qiyana,Fizz,1233.0
Qiyana,Xerath,1107.0
Qiyana,Veigar,1098.0
Qiyana,Diana,1089.0
Qiyana,Lux,988.0
Qiyana,Orianna,983.0
Qiyana,Syndra,982.0
Qiyana,Ryze,980.0
Qiyana,LeBlanc,969.0
Qiyana,Vex,874.0
Qiyana,Aurora,872.0
Qiyana,Ekko,822.0
Qiyana,Zoe,794.0
Qiyana,Lissandra,790.0
Qiyana,Galio,763.0
Qiyana,Hwei,762.0
Qiyana,Kassadin,748.0
Qiyana,Anivia,737.0
Qiyana,Aurelion Sol,724.0
Qiyana,Vladimir,717.0
Qiyana,Akshan,689.0
Qiyana,Naafiri,624.0
Qiyana,Irelia,613.0
Qiyana,Annie,566.0
Qiyana,Talon,537.0
Qiyana,Taliyah,469.0
Qiyana,Malphite,439.0
Qiyana,Azir,366.0
Qiyana,Sion,278.0
Qiyana,Vel'Koz,267.0
Qiyana,Pantheon,237.0
Qiyana,Brand,218.0
Qiyana,Smolder,218.0
Qiyana,Cassiopeia,206.0
Qiyana,Swain,204.0
Qiyana,Ziggs,190.0
Qiyana,Jayce,162.0
Qiyana,Kayle,137.0
Qiyana,Cho'Gath,134.0
Qiyana,Kog'Maw,121.0
Qiyana,Nasus,114.0
Qiyana,Morgana,100.0
Morgana,Ahri,928.0
Morgana,Yasuo,645.0
Morgana,Malzahar,549.0
Morgana,Viktor,473.0
Morgana,Mel,435.0
Morgana,Zed,394.0
Morgana,Zoe,380.0
Morgana,Akali,379.0
Morgana,Sylas,358.0
Morgana,Katarina,352.0
Morgana,Yone,349.0
Morgana,Xerath,347.0
Morgana,Veigar,332.0
Morgana,Lux,329.0
Morgana,Fizz,321.0
Morgana,Syndra,303.0
Morgana,Orianna,295.0
Morgana,Twisted Fate,286.0
Morgana,LeBlanc,240.0
Morgana,Diana,237.0
Morgana,Ryze,225.0
Morgana,Anivia,220.0
Morgana,Aurora,209.0
Morgana,Hwei,207.0
Morgana,Galio,205.0
Morgana,Aurelion Sol,199.0
Morgana,Ekko,192.0
Morgana,Vladimir,183.0
Morgana,Lissandra,179.0
Morgana,Kassadin,159.0
Morgana,Naafiri,159.0
Morgana,Vex,155.0
Morgana,Irelia,147.0
Morgana,Annie,134.0
Morgana,Akshan,119.0
Morgana,Talon,115.0
Morgana,Azir,113.0
Morgana,Qiyana,100.0
Morgana,Taliyah,98.0
Morgana,Brand,84.0
Morgana,Vel'Koz,78.0
Morgana,Smolder,71.0
Morgana,Ziggs,68.0
Morgana,Malphite,55.0
Morgana,Cassiopeia,55.0
Morgana,Sion,51.0
Morgana,Swain,51.0
Morgana,Nasus,41.0
Morgana,Kog'Maw,41.0
Morgana,Pantheon,40.0
Morgana,Jayce,34.0
Morgana,Cho'Gath,33.0
Morgana,Kayle,31.0
Kayle,Ahri,1081.0
Kayle,Yasuo,715.0
Kayle,Malzahar,564.0
Kayle,Katarina,551.0
Kayle,Sylas,488.0
Kayle,Veigar,473.0
Kayle,Zed,467.0
Kayle,Viktor,429.0
Kayle,Mel,413.0
Kayle,Syndra,399.0
Kayle,Akali,390.0
Kayle,Yone,377.0
Kayle,Xerath,336.0
Kayle,Twisted Fate,304.0
Kayle,Kassadin,304.0
Kayle,Lux,283.0
Kayle,Fizz,281.0
Kayle,Orianna,261.0
Kayle,Aurelion Sol,261.0
Kayle,Ekko,256.0
Kayle,Aurora,256.0
Kayle,Anivia,252.0
Kayle,Ryze,251.0
Kayle,LeBlanc,235.0
Kayle,Diana,228.0
Kayle,Hwei,224.0
Kayle,Zoe,222.0
Kayle,Vladimir,221.0
Kayle,Galio,220.0
Kayle,Lissandra,198.0
Kayle,Akshan,197.0
Kayle,Naafiri,184.0
Kayle,Irelia,158.0
Kayle,Vex,155.0
Kayle,Annie,143.0
Kayle,Qiyana,137.0
Kayle,Vel'Koz,112.0
Kayle,Taliyah,112.0
Kayle,Azir,105.0
Kayle,Talon,102.0
Kayle,Cassiopeia,85.0
Kayle,Smolder,71.0
Kayle,Sion,70.0
Kayle,Brand,68.0
Kayle,Nasus,67.0
Kayle,Malphite,66.0
Kayle,Swain,65.0
Kayle,Cho'Gath,63.0
Kayle,Kog'Maw,55.0
Kayle,Pantheon,43.0
Kayle,Ziggs,41.0
Kayle,Jayce,40.0
Kayle,Morgana,31.0
Cho'Gath,Ahri,987.0
Cho'Gath,Yasuo,933.0
Cho'Gath,Katarina,731.0
Cho'Gath,Zed,653.0
Cho'Gath,Malzahar,570.0
Cho'Gath,Sylas,524.0
Cho'Gath,Viktor,508.0
Cho'Gath,Akali,490.0
Cho'Gath,Yone,471.0
Cho'Gath,Mel,435.0
Cho'Gath,Fizz,421.0
Cho'Gath,Veigar,399.0
Cho'Gath,Syndra,336.0
Cho'Gath,Xerath,317.0
Cho'Gath,Lux,288.0
Cho'Gath,Diana,285.0
Cho'Gath,Twisted Fate,283.0
Cho'Gath,Orianna,278.0
Cho'Gath,Aurelion Sol,278.0
Cho'Gath,Aurora,267.0
Cho'Gath,Ryze,258.0
Cho'Gath,Hwei,254.0
Cho'Gath,LeBlanc,253.0
Cho'Gath,Ekko,250.0
Cho'Gath,Anivia,241.0
Cho'Gath,Galio,232.0
Cho'Gath,Vladimir,205.0
Cho'Gath,Naafiri,194.0
Cho'Gath,Akshan,186.0
Cho'Gath,Kassadin,183.0
Cho'Gath,Irelia,179.0
Cho'Gath,Vex,177.0
Cho'Gath,Lissandra,176.0
Cho'Gath,Zoe,175.0
Cho'Gath,Annie,146.0
Cho'Gath,Qiyana,134.0
Cho'Gath,Talon,130.0
Cho'Gath,Taliyah,123.0
Cho'Gath,Cassiopeia,114.0
Cho'Gath,Azir,113.0
Cho'Gath,Vel'Koz,93.0
Cho'Gath,Brand,92.0
Cho'Gath,Swain,88.0
Cho'Gath,Smolder,88.0
Cho'Gath,Sion,78.0
Cho'Gath,Ziggs,70.0
Cho'Gath,Malphite,68.0
Cho'Gath,Pantheon,64.0
Cho'Gath,Kayle,63.0
Cho'Gath,Kog'Maw,51.0
Cho'Gath,Nasus,50.0
Cho'Gath,Jayce,34.0
Cho'Gath,Morgana,33.0
Orianna,Ahri,8769.0
Orianna,Viktor,4831.0
Orianna,Yasuo,4005.0
Orianna,Sylas,3441.0
Orianna,Mel,3342.0
Orianna,Akali,3182.0
Orianna,Malzahar,3092.0
Orianna,Xerath,3088.0
Orianna,Syndra,3020.0
Orianna,Zed,2740.0
Orianna,Yone,2632.0
Orianna,Twisted Fate,2618.0
Orianna,Katarina,2616.0
Orianna,Veigar,2390.0
Orianna,Ryze,2289.0
Orianna,LeBlanc,2146.0
Orianna,Lux,1964.0
Orianna,Aurora,1922.0
Orianna,Diana,1815.0
Orianna,Fizz,1781.0
Orianna,Hwei,1763.0
Orianna,Galio,1744.0
Orianna,Zoe,1615.0
Orianna,Anivia,1538.0
Orianna,Aurelion Sol,1528.0
Orianna,Ekko,1451.0
Orianna,Irelia,1292.0
Orianna,Vladimir,1283.0
Orianna,Lissandra,1270.0
Orianna,Akshan,1269.0
Orianna,Vex,1249.0
Orianna,Kassadin,1203.0
Orianna,Naafiri,1173.0
Orianna,Azir,1160.0
Orianna,Annie,1029.0
Orianna,Taliyah,1012.0
Orianna,Qiyana,983.0
Orianna,Talon,828.0
Orianna,Vel'Koz,602.0
Orianna,Cassiopeia,572.0
Orianna,Brand,488.0
Orianna,Ziggs,446.0
Orianna,Swain,407.0
Orianna,Sion,398.0
Orianna,Smolder,363.0
Orianna,Jayce,296.0
Orianna,Morgana,295.0
Orianna,Kog'Maw,283.0
Orianna,Cho'Gath,278.0
Orianna,Pantheon,267.0
Orianna,Kayle,261.0
Orianna,Malphite,228.0
Orianna,Nasus,213.0
Ziggs,Ahri,1381.0
Ziggs,Malzahar,917.0
Ziggs,Viktor,890.0
Ziggs,Xerath,830.0
Ziggs,Mel,794.0
Ziggs,Yasuo,757.0
Ziggs,Veigar,741.0
Ziggs,Zed,652.0
Ziggs,Syndra,614.0
Ziggs,Katarina,607.0
Ziggs,Lux,607.0
Ziggs,Yone,586.0
Ziggs,Sylas,574.0
Ziggs,Akali,544.0
Ziggs,Fizz,498.0
Ziggs,Twisted Fate,484.0
Ziggs,Orianna,446.0
Ziggs,LeBlanc,419.0
Ziggs,Hwei,392.0
Ziggs,Diana,372.0
Ziggs,Aurelion Sol,359.0
Ziggs,Zoe,340.0
Ziggs,Anivia,314.0
Ziggs,Ryze,309.0
Ziggs,Kassadin,306.0
Ziggs,Aurora,304.0
Ziggs,Ekko,290.0
Ziggs,Naafiri,270.0
Ziggs,Galio,268.0
Ziggs,Lissandra,264.0
Ziggs,Irelia,261.0
Ziggs,Akshan,255.0
Ziggs,Vladimir,244.0
Ziggs,Vex,232.0
Ziggs,Annie,197.0
Ziggs,Qiyana,190.0
Ziggs,Azir,185.0
Ziggs,Talon,175.0
Ziggs,Vel'Koz,162.0
Ziggs,Taliyah,160.0
Ziggs,Brand,149.0
Ziggs,Smolder,116.0
Ziggs,Cassiopeia,112.0
Ziggs,Swain,91.0
Ziggs,Malphite,80.0
Ziggs,Cho'Gath,70.0
Ziggs,Morgana,68.0
Ziggs,Sion,67.0
Ziggs,Jayce,62.0
Ziggs,Kog'Maw,60.0
Ziggs,Nasus,44.0
Ziggs,Pantheon,44.0
Ziggs,Kayle,41.0
Ryze,Ahri,6597.0
Ryze,Yasuo,3748.0
Ryze,Viktor,3742.0
Ryze,Malzahar,3422.0
Ryze,Sylas,3307.0
Ryze,Akali,2977.0
Ryze,Yone,2951.0
Ryze,Zed,2849.0
Ryze,Twisted Fate,2700.0
Ryze,Katarina,2470.0
Ryze,Mel,2386.0
Ryze,Orianna,2289.0
Ryze,Syndra,2240.0
Ryze,Veigar,2195.0
Ryze,Xerath,1948.0
Ryze,Anivia,1947.0
Ryze,Fizz,1749.0
Ryze,LeBlanc,1746.0
Ryze,Aurora,1702.0
Ryze,Aurelion Sol,1664.0
Ryze,Galio,1659.0
Ryze,Lux,1582.0
Ryze,Hwei,1525.0
Ryze,Ekko,1523.0
Ryze,Diana,1486.0
Ryze,Vladimir,1410.0
Ryze,Kassadin,1289.0
Ryze,Zoe,1264.0
Ryze,Irelia,1163.0
Ryze,Lissandra,1140.0
Ryze,Akshan,1133.0
Ryze,Naafiri,1107.0
Ryze,Taliyah,1063.0
Ryze,Vex,991.0
Ryze,Qiyana,980.0
Ryze,Annie,957.0
Ryze,Azir,863.0
Ryze,Cassiopeia,854.0
Ryze,Talon,828.0
Ryze,Vel'Koz,492.0
Ryze,Brand,435.0
Ryze,Smolder,431.0
Ryze,Swain,406.0
Ryze,Sion,387.0
Ryze,Pantheon,316.0
Ryze,Ziggs,309.0
Ryze,Jayce,301.0
Ryze,Cho'Gath,258.0
Ryze,Kayle,251.0
Ryze,Nasus,245.0
Ryze,Malphite,240.0
Ryze,Morgana,225.0
Ryze,Kog'Maw,183.0
Cassiopeia,Ahri,1792.0
Cassiopeia,Yasuo,1166.0
Cassiopeia,Sylas,1151.0
Cassiopeia,Viktor,909.0
Cassiopeia,Katarina,872.0
Cassiopeia,Ryze,854.0
Cassiopeia,Malzahar,825.0
Cassiopeia,Zed,824.0
Cassiopeia,Syndra,784.0
Cassiopeia,Yone,765.0
Cassiopeia,Xerath,681.0
Cassiopeia,Mel,671.0
Cassiopeia,Akali,652.0
Cassiopeia,Diana,627.0
Cassiopeia,Veigar,618.0
Cassiopeia,Orianna,572.0
Cassiopeia,Twisted Fate,564.0
Cassiopeia,Vladimir,544.0
Cassiopeia,Fizz,505.0
Cassiopeia,Lux,498.0
Cassiopeia,Galio,480.0
Cassiopeia,Aurelion Sol,447.0
Cassiopeia,Irelia,436.0
Cassiopeia,Aurora,431.0
Cassiopeia,Akshan,418.0
Cassiopeia,Kassadin,414.0
Cassiopeia,Anivia,401.0
Cassiopeia,LeBlanc,388.0
Cassiopeia,Ekko,388.0
Cassiopeia,Hwei,388.0
Cassiopeia,Zoe,331.0
Cassiopeia,Lissandra,305.0
Cassiopeia,Vex,304.0
Cassiopeia,Naafiri,290.0
Cassiopeia,Talon,238.0
Cassiopeia,Annie,229.0
Cassiopeia,Azir,211.0
Cassiopeia,Qiyana,206.0
Cassiopeia,Taliyah,197.0
Cassiopeia,Vel'Koz,158.0
Cassiopeia,Sion,151.0
Cassiopeia,Swain,147.0
Cassiopeia,Brand,132.0
Cassiopeia,Cho'Gath,114.0
Cassiopeia,Ziggs,112.0
Cassiopeia,Smolder,112.0
Cassiopeia,Kayle,85.0
Cassiopeia,Nasus,85.0
Cassiopeia,Kog'Maw,73.0
Cassiopeia,Pantheon,71.0
Cassiopeia,Malphite,68.0
Cassiopeia,Jayce,68.0
Cassiopeia,Morgana,55.0
Jayce,Ahri,1065.0
Jayce,Yasuo,645.0
Jayce,Sylas,539.0
Jayce,Akali,514.0
Jayce,Katarina,495.0
Jayce,Yone,489.0
Jayce,Zed,463.0
Jayce,Viktor,460.0
Jayce,Mel,419.0
Jayce,Twisted Fate,395.0
Jayce,Kassadin,362.0
Jayce,Malzahar,344.0
Jayce,Xerath,329.0
Jayce,Galio,321.0
Jayce,Aurora,311.0
Jayce,Veigar,304.0
Jayce,Ryze,301.0
Jayce,Orianna,296.0
Jayce,Syndra,295.0
Jayce,Fizz,280.0
Jayce,LeBlanc,275.0
Jayce,Zoe,268.0
Jayce,Lux,236.0
Jayce,Hwei,233.0
Jayce,Diana,230.0
Jayce,Akshan,217.0
Jayce,Aurelion Sol,206.0
Jayce,Ekko,201.0
Jayce,Anivia,197.0
Jayce,Irelia,184.0
Jayce,Talon,178.0
Jayce,Vex,170.0
Jayce,Vladimir,169.0
Jayce,Qiyana,162.0
Jayce,Naafiri,162.0
Jayce,Lissandra,161.0
Jayce,Taliyah,128.0
Jayce,Annie,120.0
Jayce,Azir,105.0
Jayce,Malphite,81.0
Jayce,Brand,71.0
Jayce,Vel'Koz,71.0
Jayce,Cassiopeia,68.0
Jayce,Smolder,68.0
Jayce,Sion,66.0
Jayce,Ziggs,62.0
Jayce,Swain,55.0
Jayce,Pantheon,48.0
Jayce,Nasus,44.0
Jayce,Kayle,40.0
Jayce,Kog'Maw,39.0
Jayce,Morgana,34.0
Jayce,Cho'Gath,34.0
Kog'Maw,Ahri,1000.0
Kog'Maw,Yasuo,507.0
Kog'Maw,Viktor,485.0
Kog'Maw,Malzahar,432.0
Kog'Maw,Katarina,420.0
Kog'Maw,Syndra,419.0
Kog'Maw,Xerath,388.0
Kog'Maw,Yone,370.0
Kog'Maw,Zed,365.0
Kog'Maw,Akali,360.0
Kog'Maw,Mel,359.0
Kog'Maw,Veigar,352.0
Kog'Maw,Sylas,326.0
Kog'Maw,Lux,305.0
Kog'Maw,Orianna,283.0
Kog'Maw,LeBlanc,273.0
Kog'Maw,Twisted Fate,270.0
Kog'Maw,Fizz,268.0
Kog'Maw,Diana,248.0
Kog'Maw,Zoe,241.0
Kog'Maw,Ekko,240.0
Kog'Maw,Aurora,240.0
Kog'Maw,Aurelion Sol,238.0
Kog'Maw,Hwei,224.0
Kog'Maw,Akshan,213.0
Kog'Maw,Vladimir,207.0
Kog'Maw,Kassadin,201.0
Kog'Maw,Anivia,196.0
Kog'Maw,Ryze,183.0
Kog'Maw,Irelia,172.0
Kog'Maw,Galio,167.0
Kog'Maw,Vex,162.0
Kog'Maw,Naafiri,152.0
Kog'Maw,Lissandra,150.0
Kog'Maw,Azir,133.0
Kog'Maw,Qiyana,121.0
Kog'Maw,Annie,116.0
Kog'Maw,Vel'Koz,109.0
Kog'Maw,Taliyah,78.0
Kog'Maw,Talon,75.0
Kog'Maw,Smolder,75.0
Kog'Maw,Cassiopeia,73.0
Kog'Maw,Brand,71.0
Kog'Maw,Sion,60.0
Kog'Maw,Ziggs,60.0
Kog'Maw,Swain,56.0
Kog'Maw,Kayle,55.0
Kog'Maw,Cho'Gath,51.0
Kog'Maw,Morgana,41.0
Kog'Maw,Jayce,39.0
Kog'Maw,Malphite,38.0
Kog'Maw,Pantheon,34.0
Taliyah,Ahri,3445.0
Taliyah,Yasuo,2348.0
Taliyah,Viktor,1566.0
Taliyah,Sylas,1319.0
Taliyah,Malzahar,1288.0
Taliyah,Akali,1202.0
Taliyah,Twisted Fate,1128.0
Taliyah,Yone,1110.0
Taliyah,Mel,1092.0
Taliyah,Xerath,1066.0
Taliyah,Ryze,1063.0
Taliyah,Katarina,1019.0
Taliyah,Orianna,1012.0
Taliyah,Syndra,971.0
Taliyah,Zed,935.0
Taliyah,Aurora,793.0
Taliyah,Veigar,761.0
Taliyah,LeBlanc,754.0
Taliyah,Fizz,744.0
Taliyah,Lux,742.0
Taliyah,Galio,734.0
Taliyah,Hwei,704.0
Taliyah,Diana,665.0
Taliyah,Zoe,622.0
Taliyah,Anivia,603.0
Taliyah,Aurelion Sol,578.0
Taliyah,Ekko,570.0
Taliyah,Akshan,538.0
Taliyah,Irelia,514.0
Taliyah,Naafiri,514.0
Taliyah,Kassadin,509.0
Taliyah,Vex,489.0
Taliyah,Qiyana,469.0
Taliyah,Lissandra,450.0
Taliyah,Vladimir,444.0
Taliyah,Azir,442.0
Taliyah,Annie,372.0
Taliyah,Talon,342.0
Taliyah,Vel'Koz,230.0
Taliyah,Cassiopeia,197.0
Taliyah,Sion,175.0
Taliyah,Smolder,167.0
Taliyah,Brand,163.0
Taliyah,Swain,161.0
Taliyah,Ziggs,160.0
Taliyah,Pantheon,130.0
Taliyah,Jayce,128.0
Taliyah,Cho'Gath,123.0
Taliyah,Kayle,112.0
Taliyah,Malphite,99.0
Taliyah,Morgana,98.0
Taliyah,Kog'Maw,78.0
Taliyah,Nasus,77.0
Smolder,Malzahar,5415.0
Smolder,Ahri,1484.0
Smolder,Galio,1075.0
Smolder,Yasuo,996.0
Smolder,Viktor,806.0
Smolder,Veigar,747.0
Smolder,Yone,742.0
Smolder,Sylas,727.0
Smolder,Mel,709.0
Smolder,Katarina,673.0
Smolder,Zed,645.0
Smolder,Akali,637.0
Smolder,Xerath,607.0
Smolder,Twisted Fate,593.0
Smolder,Syndra,553.0
Smolder,Lux,524.0
Smolder,Kassadin,507.0
Smolder,Fizz,491.0
Smolder,Aurelion Sol,460.0
Smolder,LeBlanc,438.0
Smolder,Ryze,431.0
Smolder,Diana,370.0
Smolder,Orianna,363.0
Smolder,Ekko,360.0
Smolder,Vladimir,339.0
Smolder,Aurora,339.0
Smolder,Anivia,326.0
Smolder,Lissandra,326.0
Smolder,Irelia,325.0
Smolder,Naafiri,316.0
Smolder,Hwei,312.0
Smolder,Vex,289.0
Smolder,Zoe,283.0
Smolder,Akshan,278.0
Smolder,Annie,226.0
Smolder,Qiyana,218.0
Smolder,Azir,208.0
Smolder,Taliyah,167.0
Smolder,Talon,158.0
Smolder,Sion,146.0
Smolder,Vel'Koz,135.0
Smolder,Brand,132.0
Smolder,Ziggs,116.0
Smolder,Cassiopeia,112.0
Smolder,Malphite,106.0
Smolder,Swain,100.0
Smolder,Cho'Gath,88.0
Smolder,Nasus,84.0
Smolder,Kog'Maw,75.0
Smolder,Kayle,71.0
Smolder,Morgana,71.0
Smolder,Jayce,68.0
Smolder,Pantheon,62.0
Azir,Ahri,3138.0
Azir,Yasuo,2215.0
Azir,Viktor,1580.0
Azir,Yone,1435.0
Azir,Malzahar,1362.0
Azir,Xerath,1353.0
Azir,Sylas,1277.0
Azir,Akali,1274.0
Azir,Zed,1273.0
Azir,Katarina,1223.0
Azir,Mel,1175.0
Azir,Orianna,1160.0
Azir,Veigar,1037.0
Azir,Twisted Fate,972.0
Azir,Syndra,954.0
Azir,LeBlanc,943.0
Azir,Lux,887.0
Azir,Ryze,863.0
Azir,Fizz,788.0
Azir,Diana,769.0
Azir,Aurelion Sol,723.0
Azir,Hwei,696.0
Azir,Aurora,693.0
Azir,Anivia,660.0
Azir,Galio,613.0
Azir,Zoe,613.0
Azir,Ekko,590.0
Azir,Vladimir,526.0
Azir,Irelia,509.0
Azir,Akshan,497.0
Azir,Vex,497.0
Azir,Naafiri,496.0
Azir,Kassadin,492.0
Azir,Lissandra,486.0
Azir,Taliyah,442.0
Azir,Annie,388.0
Azir,Qiyana,366.0
Azir,Talon,342.0
Azir,Vel'Koz,244.0
Azir,Swain,224.0
Azir,Cassiopeia,211.0
Azir,Smolder,208.0
Azir,Brand,202.0
Azir,Ziggs,185.0
Azir,Sion,174.0
Azir,Kog'Maw,133.0
Azir,Morgana,113.0
Azir,Cho'Gath,113.0
Azir,Malphite,113.0
Azir,Kayle,105.0
Azir,Jayce,105.0
Azir,Pantheon,102.0
Azir,Nasus,90.0
